Title,URL,Name,Rating,Ratings_Count,Address,Phone,Services,Photo_URLs,Error
"Sri Venkata Ganesh Hair Styles Opposite Siddeswara Swamy Temple Clock Tower, Amalapuram",https://www.justdial.com/Amalapuram/Sri-Venkata-Ganesh-Hair-Styles-Opposite-Siddeswara-Swamy-Temple-Clock-Tower/9999P8856-8856-160909145849-V8I1_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/i5/9999p8856.8856.220317220642.c1i5/catalogue/opulence-unisex-salon-hair-and-beyond-amalapuram-beauty-parlours-18niettxf1-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/i5/9999p8856.8856.220317220642.c1i5/catalogue/opulence-unisex-salon-hair-and-beyond-amalapuram-beauty-parlours-u6c75hcret-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Vennela Hearbal Beauty Parlour & Training Institute Amalapuram Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Vennela-Hearbal-Beauty-Parlour-Training-Institute-Amalapuram-Km-Agraharam/9999P8856-8856-220515201023-Y6V5_BZDET,Vennela Hearbal Beauty Parlour & Training Institute,4.9,32Ratings,"Parlour, Amalapuram, Black Bridge Road, Km Agraharam, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-hogcly4kzq.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-jvbr56shd0-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-tbgdth0gjy-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-tbgdth0gjy.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-yzu22uxpt7.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/vennela-herbal-beauty-parlour-and-training-institute-amalapuram-ho-amalapuram-beauty-parlours-a0bibm22la-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/vennela-herbal-beauty-parlour-and-training-institute-amalapuram-ho-amalapuram-beauty-parlours-a0bibm22la.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-189i51ekbr.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-30fmvfl7wn.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v5/9999p8856.8856.220515201023.y6v5/catalogue/training-institute-amalapuram-ho-amalapuram-fashion-hair-colour-services-r4scl4ihqy-250.jpg?w=1920&q=80,
"3 Star Saloon  Edarapalle, Amalapuram",https://www.justdial.com/Amalapuram/3-Star-Saloon-Edarapalle/9999P8856-8856-240504210007-X6T3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Aruna Hair Style  Suryanagar, Amalapuram",https://www.justdial.com/Amalapuram/Aruna-Hair-Style-Suryanagar/9999P8856-8856-190528190941-I3E5_BZDET,Aruna Hair Style,4.6,10Ratings,"Suryamega Bazaar Opposite ..backside Of Trimukhaganapathi Temple, College Road, Suryanagar, Amalapuram-533201, Andhra Pradesh","08128885748, 08401322528, 07490976807, 09054562415","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-blptfqk330.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-dn9mo9mtzc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-h4c991akjz-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-h4c991akjz.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-r0hklt28zy-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-r0hklt28zy.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-t5s5a9sae1.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-w6xvn4w59g-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/e5/9999p8856.8856.190528190941.i3e5/catalogue/aruna-hair-style-amalapuram-amalapuram-beauty-parlours-w6xvn4w59g.jpg?w=1920&q=80,
"Sunny Saloon Opposite O Petrol Bunk Nalla Garden, Amalapuram",https://www.justdial.com/Amalapuram/Sunny-Saloon-Opposite-O-Petrol-Bunk-Nalla-Garden/9999P8856-8856-230830092546-P7L3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Lasya Beauty Parlour And Tailoring Opposite Boys School High School Road, Amalapuram",https://www.justdial.com/Amalapuram/Lasya-Beauty-Parlour-And-Tailoring-Opposite-Boys-School-High-School-Road/9999P8856-8856-160427113154-D9D6_BZDET,Lasya Beauty Parlour And Tailoring,4.5,2Ratings,"High School Road, Amalapuram - 533201, Andhra Pradesh","09054562415, 08128885748","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/d6/9999p8856.8856.160427113154.d9d6/catalogue/lasya-beauty-parlour-and-tailoring-amalapuram-ho-amalapuram-beauty-parlours-07uoe6m0ky-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d6/9999p8856.8856.160427113154.d9d6/catalogue/lasya-beauty-parlour-and-tailoring-amalapuram-ho-amalapuram-beauty-parlours-bqroxp0-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d6/9999p8856.8856.160427113154.d9d6/catalogue/lasya-beauty-parlour-and-tailoring-amalapuram-ho-amalapuram-beauty-parlours-prgu7pv-250.jpg?w=1920&q=80,
"Boys Hair Styles Beside Sri Devi Temple Muslim Street, Amalapuram",https://www.justdial.com/Amalapuram/Boys-Hair-Styles-Beside-Sri-Devi-Temple-Muslim-Street/9999P8856-8856-101005200429-Q7C1_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Manikanta Seloon Near Readbridge Velavalapalli, East Godavari",https://www.justdial.com/East-Godavari/Manikanta-Seloon-Near-Readbridge-Velavalapalli/9999P8856-8856-230829211542-T3L9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Phani Hair Sytle & Mens Beauty Parlour Near Water Office Park Amalapuram Rural, Amalapuram",https://www.justdial.com/Amalapuram/Phani-Hair-Sytle-Mens-Beauty-Parlour-Near-Water-Office-Park-Amalapuram-Rural/9999P8856-8856-181210142011-U8S9_BZDET,Phani Hair Sytle & Mens Beauty Parlour,4.8,2Ratings,"Sai Complex, Near Water Office Park, Market Road, Rural, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/amalapuram-qmsr18l8im-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/amalapuram-qmsr18l8im.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-saloon-spa-amalapuram-salons-wwtgdlwdce.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-saloon-spa-amalapuram-beauty-salons-9oymeicw22-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-saloon-spa-amalapuram-beauty-salons-9oymeicw22.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-saloon-spa-amalapuram-beauty-salons-fyl55o65mb-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-saloon-spa-amalapuram-beauty-salons-fyl55o65mb.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-sytle-amalapuram-beauty-salons-0q4pbw480m.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s9/9999p8856.8856.181210142011.u8s9/catalogue/phani-hair-sytle-and-mens-beauty-parlour-amalapuram-rural-amalapuram-beauty-salons-awre9mktt6.jpg?w=1920&q=80,
"Durga Beauty Zone And Botique  Konkapalli, Amalapuram",https://www.justdial.com/Amalapuram/Durga-Beauty-Zone-And-Botique-Konkapalli/9999P8856-8856-240102151224-N4W3_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Renus Beauty Parlour Near Sridevi Temple Muslim Street, Amalapuram",https://www.justdial.com/Amalapuram/Renus-Beauty-Parlour-Near-Sridevi-Temple-Muslim-Street/9999P8856-8856-190423104335-R6G8_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Durga Beauty Parlour Sravani Hospital Back Side Konkapalli, Amalapuram",https://www.justdial.com/Amalapuram/Durga-Beauty-Parlour-Sravani-Hospital-Back-Side-Konkapalli/9999P8856-8856-240124101255-W2V3_BZDET,Durga Beauty Parlour,5.0,5Ratings,"Abbireddy Vari Veedi, Door No: 4-2-103, Sravani Hospital Back Side, Konkapalli, Amalapuram-533201, Andhra Pradesh","08904959744, 08401322528, 09054562415","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/service_catalogue/saloons-attr-carboxy-facial-spa4648-5-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/service_catalogue/saloons-attr-carboxy-facial-spa4648-5.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-46klyk0m0e-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-4dyu1phkir.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-ec3iaqatly.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-j5f7167oqt.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-rh3gw86je4.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/v3/9999p8856.8856.240124101255.w2v3/catalogue/durga-beauty-parlour-konkapalli-amalapuram-beauty-parlours-w9s6wv7l7j.jpg?w=1920&q=80,
"Revathi Saloon Ac Opposite Profit Shoe Company Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Revathi-Saloon-Ac-Opposite-Profit-Shoe-Company-Km-Agraharam/9999P8856-8856-101006215549-P7V3_BZDET,Revathi Saloon Ac,4.5,3Ratings,"Door No:1-110, Opposite Profit Shoe Company, Cinema Road, Km Agraharam, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-05zcc9hj9p.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-ho-amalapuram-salons-i7fdp67-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-ho-amalapuram-salons-i7fdp67.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-ho-amalapuram-salons-pst06xc-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-ho-amalapuram-salons-pst06xc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-ho-amalapuram-salons-zaykpwf.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-mbfuwg5csh.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-o0qlzih4t6-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v3/9999p8856.8856.101006215549.p7v3/catalogue/revathi-saloon-ac-amalapuram-o0qlzih4t6.jpg?w=1920&q=80,
"Ambika Orange Salon & Beauty Parlour Black Bridge Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Ambika-Orange-Salon-Beauty-Parlour-Black-Bridge-Km-Agraharam/9999P8856-8856-110818144106-X8B6_BZDET,,,,,,Not listed,,
"Three Star Hair Style Opposite to BSNL QUATERS Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Three-Star-Hair-Style-Opposite-To-Bsnl-Quaters-Km-Agraharam/9999P8856-8856-181126173345-Y9R4_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Lovely Salon  Mobarlipet, Amalapuram",https://www.justdial.com/Amalapuram/Lovely-Salon-Mobarlipet/9999P8856-8856-190331204023-G4H3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"SRI Lakshmi Ganapathi Hair Styles  Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/SRI-Lakshmi-Ganapathi-Hair-Styles-Km-Agraharam/9999P8856-8856-101005200944-V3D9_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Revathi Saloon (Ac)  Edarapalle, Amalapuram",https://www.justdial.com/Amalapuram/Revathi-Saloon-Ac-Edarapalle/9999P8856-8856-240223063750-F5L8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-kxxsdta0j4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-vwqb142g1i-250.jpg?w=1920&q=80,
"3 Star Hair Stylists Opposite BSNL Quarters Amalapuram Rural, Amalapuram",https://www.justdial.com/Amalapuram/3-Star-Hair-Stylists-Opposite-Bsnl-Quarters-Amalapuram-Rural/9999P8856-8856-160907101228-Q1M9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Pruthvi Sri Beautiparlour  Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Pruthvi-Sri-Beautiparlour-Km-Agraharam/9999P8854-8854-110103103215-P3X8_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Maruthi Salon Opposite Area Hospital Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Maruthi-Salon-Opposite-Area-Hospital-Km-Agraharam/9999P8856-8856-101005200618-Q2Z7_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Rb Hair Salon Near Govt HospitalBeside Amalapuram Mobarlipet, Amalapuram",https://www.justdial.com/Amalapuram/Rb-Hair-Salon-Near-Govt-Hospitalbeside-Amalapuram-Mobarlipet/9999P8856-8856-240222092844-V6Q2_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Sri Venkata Ramana Hair Styles Beside Boys Hostel Konkapalli, Amalapuram",https://www.justdial.com/Amalapuram/Sri-Venkata-Ramana-Hair-Styles-Beside-Boys-Hostel-Konkapalli/9999P8856-8856-190129215645-S9B8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
